0,1,2
231,42.0,32.0
198,41.0,45.0
232,30.0,33.0
247,75.0,62.0
256,68.0,60.0
259,55.0,53.0
248,61.0,64.0
271,62.0,51.0
606,59.0,242.0
590,40.0,166.0
483,32.0,75.0
499,27.0,107.0
425,30.0,82.0
425,29.0,78.0
276,39.0,75.0
267,32.0,73.0
264,40.0,63.0
344,32.0,103.0
247,36.0,73.0
331,42.0,92.0
324,30.0,52.0
318,27.0,56.0
318,28.0,53.0
188,37.0,39.0
186,46.0,33.0
201,31.0,48.0
189,45.0,45.0
185,50.0,34.0
190,48.0,42.0
123,21.0,59.0
114,14.0,40.0
114,20.0,50.0
129,13.0,40.0
113,15.0,45.0
119,20.0,55.0
1378,136.0,248.0
1579,136.0,290.0
1440,110.0,253.0
1481,99.0,245.0
1415,117.0,244.0
1711,108.0,344.0
266,41.0,62.0
229,48.0,59.0
306,53.0,50.0
275,37.0,54.0
238,40.0,64.0
160,12.0,51.0
166,17.0,57.0
153,9.0,62.0
146,17.0,59.0
151,17.0,63.0
171,18.0,51.0
267,24.0,66.0
272,19.0,58.0
233,28.0,65.0
274,22.0,55.0
272,16.0,54.0
262,21.0,64.0
386,53.0,75.0
425,60.0,79.0
364,61.0,74.0
349,62.0,77.0
378,49.0,84.0
490,30.0,120.0
426,47.0,151.0
542,41.0,111.0
397,30.0,141.0
466,31.0,167.0
569,43.0,86.0
251,47.0,44.0
232,46.0,48.0
255,60.0,36.0
264,62.0,38.0
72,16.0,20.0
68,15.0,25.0
472,49.0,85.0
445,36.0,74.0
415,27.0,95.0
460,40.0,79.0
453,34.0,95.0
624,42.0,82.0
641,43.0,88.0
656,40.0,81.0
645,34.0,109.0
585,35.0,83.0
601,45.0,80.0
1273,121.0,169.0
1358,118.0,221.0
1352,153.0,260.0
1225,138.0,199.0
1401,175.0,252.0
1208,126.0,141.0
355,45.0,114.0
338,56.0,92.0
416,39.0,99.0
371,49.0,85.0
344,48.0,88.0
391,45.0,113.0
595,39.0,93.0
495,33.0,86.0
566,27.0,75.0
1543,74.0,249.0
607,30.0,87.0
548,37.0,84.0
639,33.0,91.0
647,34.0,87.0
625,42.0,107.0
544,39.0,91.0
627,37.0,103.0
590,41.0,94.0
271,58.0,70.0
279,47.0,47.0
273,46.0,93.0
268,49.0,47.0
281,52.0,59.0
265,48.0,41.0
221,34.0,49.0
228,46.0,34.0
218,39.0,51.0
226,45.0,41.0
238,38.0,42.0
212,43.0,49.0
8728,619.0,1451.0
9075,707.0,1553.0
8341,496.0,1270.0
8163,540.0,1234.0
8994,512.0,1498.0
8101,518.0,1170.0
461,39.0,67.0
413,35.0,84.0
382,72.0,92.0
437,44.0,78.0
403,60.0,82.0
401,55.0,86.0
743,42.0,99.0
815,63.0,88.0
831,62.0,74.0
750,61.0,90.0
696,56.0,103.0
702,56.0,95.0
570,41.0,100.0
557,47.0,82.0
514,28.0,84.0
512,44.0,104.0
489,28.0,111.0
6341,409.0,1068.0
6120,429.0,1055.0
6086,333.0,792.0
5965,363.0,775.0
6866,332.0,1043.0
5905,391.0,699.0
420,43.0,76.0
337,73.0,96.0
336,86.0,111.0
377,41.0,83.0
370,54.0,73.0
355,50.0,108.0
315,57.0,96.0
337,24.0,67.0
351,54.0,107.0
307,53.0,95.0
329,37.0,62.0
376,36.0,96.0
244,13.0,26.0
247,25.0,15.0
232,26.0,16.0
242,22.0,13.0
244,36.0,16.0
244,25.0,16.0
414,40.0,81.0
439,55.0,57.0
435,50.0,56.0
379,49.0,67.0
408,45.0,64.0
230,24.0,37.0
228,25.0,47.0
222,31.0,30.0
221,15.0,26.0
235,28.0,22.0
232,33.0,22.0
470,20.0,78.0
455,21.0,75.0
473,22.0,79.0
463,24.0,76.0
451,18.0,72.0
474,15.0,74.0
235,63.0,69.0
233,57.0,54.0
214,53.0,53.0
227,77.0,69.0
240,72.0,62.0
225,56.0,55.0
451,27.0,82.0
532,44.0,77.0
434,33.0,80.0
660,43.0,133.0
496,43.0,81.0
517,55.0,68.0
496,38.0,147.0
456,42.0,134.0
448,46.0,120.0
91,9.0,49.0
97,5.0,57.0
106,8.0,55.0
251,37.0,39.0
233,42.0,36.0
273,34.0,29.0
236,34.0,25.0
235,38.0,38.0
211,39.0,92.0
216,41.0,70.0
207,48.0,74.0
221,47.0,42.0
214,43.0,44.0
198,40.0,42.0
663,42.0,133.0
678,30.0,114.0
682,37.0,121.0
641,25.0,71.0
649,24.0,103.0
647,32.0,92.0
461,66.0,198.0
406,44.0,159.0
438,47.0,184.0
486,53.0,135.0
481,49.0,141.0
433,37.0,149.0
443,29.0,108.0
394,13.0,96.0
428,19.0,114.0
408,22.0,82.0
427,28.0,89.0
401,31.0,116.0
293,31.0,90.0
294,35.0,84.0
281,24.0,63.0
330,27.0,72.0
305,24.0,78.0
294,20.0,72.0
315,40.0,54.0
293,34.0,63.0
312,39.0,47.0
479,28.0,65.0
463,39.0,51.0
449,33.0,68.0
411,40.0,55.0
399,27.0,61.0
156,23.0,55.0
150,24.0,54.0
148,21.0,58.0
158,26.0,55.0
142,29.0,48.0
156,23.0,56.0
546,32.0,77.0
467,46.0,78.0
460,38.0,83.0
507,27.0,116.0
529,26.0,80.0
297,27.0,104.0
311,27.0,64.0
300,27.0,71.0
267,22.0,109.0
306,20.0,107.0
294,23.0,83.0
215,34.0,43.0
226,38.0,57.0
218,34.0,38.0
223,44.0,52.0
235,36.0,42.0
223,40.0,48.0
273,46.0,106.0
275,29.0,70.0
277,45.0,77.0
284,32.0,108.0
282,46.0,96.0
224,42.0,39.0
208,40.0,35.0
236,34.0,48.0
223,27.0,32.0
238,27.0,33.0
243,32.0,35.0
255,43.0,31.0
268,20.0,35.0
281,40.0,31.0
238,43.0,39.0
267,41.0,34.0
282,49.0,22.0
1581,139.0,303.0
1183,142.0,233.0
2142,232.0,402.0
1685,172.0,369.0
1898,209.0,360.0
606,83.0,122.0
412,57.0,56.0
333,49.0,27.0
402,58.0,57.0
346,45.0,20.0
419,36.0,49.0
450,35.0,59.0
210,49.0,27.0
236,49.0,42.0
217,56.0,36.0
211,51.0,29.0
225,55.0,22.0
219,63.0,46.0
413,43.0,83.0
144,23.0,48.0
408,50.0,77.0
390,52.0,79.0
378,46.0,73.0
136,25.0,47.0
266,55.0,87.0
276,61.0,86.0
269,68.0,83.0
267,67.0,96.0
261,61.0,76.0
267,57.0,85.0
629,22.0,51.0
612,48.0,60.0
598,17.0,51.0
631,43.0,65.0
565,27.0,55.0
594,42.0,62.0
404,53.0,136.0
400,50.0,89.0
405,60.0,81.0
384,73.0,129.0
422,46.0,122.0
425,61.0,47.0
367,35.0,57.0
337,39.0,65.0
355,52.0,65.0
350,56.0,68.0
456,50.0,56.0
246,40.0,31.0
258,46.0,31.0
208,49.0,35.0
206,47.0,37.0
258,50.0,31.0
228,45.0,34.0
784,60.0,114.0
706,66.0,82.0
748,74.0,108.0
707,67.0,81.0
736,62.0,68.0
764,48.0,109.0
207,21.0,23.0
213,16.0,16.0
197,21.0,19.0
210,18.0,21.0
189,26.0,24.0
197,26.0,26.0
290,7.0,25.0
303,14.0,21.0
303,14.0,23.0
262,20.0,24.0
296,13.0,34.0
286,19.0,32.0
204,22.0,40.0
219,26.0,28.0
185,28.0,34.0
223,31.0,27.0
214,17.0,29.0
189,25.0,32.0
362,57.0,80.0
339,56.0,72.0
309,46.0,75.0
306,39.0,61.0
346,57.0,77.0
265,45.0,79.0
446,42.0,41.0
311,42.0,45.0
438,36.0,38.0
301,48.0,48.0
481,40.0,35.0
433,45.0,45.0
922,34.0,183.0
1336,101.0,373.0
877,94.0,253.0
1176,111.0,343.0
1151,36.0,132.0
715,24.0,140.0
417,50.0,46.0
93,34.0,26.0
438,46.0,44.0
88,18.0,28.0
427,50.0,36.0
89,40.0,26.0
387,41.0,49.0
405,40.0,63.0
503,41.0,94.0
351,35.0,42.0
551,36.0,92.0
409,31.0,76.0
406,38.0,72.0
548,51.0,87.0
495,47.0,111.0
514,47.0,96.0
408,47.0,57.0
529,33.0,74.0
652,79.0,94.0
666,78.0,96.0
193,25.0,27.0
656,89.0,96.0
734,71.0,78.0
718,51.0,84.0
242,22.0,41.0
234,23.0,36.0
237,27.0,38.0
286,29.0,55.0
286,34.0,36.0
238,31.0,41.0
315,25.0,72.0
302,22.0,74.0
295,27.0,67.0
289,24.0,61.0
398,43.0,67.0
373,38.0,65.0
207,17.0,58.0
157,22.0,48.0
167,20.0,49.0
198,13.0,61.0
174,20.0,49.0
184,12.0,55.0
335,45.0,60.0
365,63.0,94.0
325,42.0,57.0
335,56.0,80.0
344,57.0,77.0
316,34.0,51.0
179,22.0,21.0
189,19.0,40.0
191,21.0,40.0
190,16.0,28.0
197,23.0,42.0
163,20.0,21.0
251,41.0,59.0
251,43.0,68.0
260,41.0,56.0
263,32.0,47.0
272,34.0,46.0
308,29.0,38.0
326,27.0,41.0
313,28.0,69.0
305,36.0,74.0
309,20.0,47.0
297,23.0,77.0
365,53.0,41.0
405,63.0,34.0
431,68.0,30.0
346,42.0,53.0
410,44.0,32.0
389,47.0,39.0
340,44.0,98.0
323,37.0,51.0
334,59.0,80.0
355,48.0,45.0
331,49.0,63.0
312,52.0,55.0
333,40.0,57.0
356,49.0,49.0
362,47.0,49.0
309,47.0,53.0
327,42.0,65.0
266,33.0,55.0
292,29.0,55.0
256,44.0,63.0
260,42.0,73.0
285,32.0,52.0
256,39.0,66.0
177,42.0,51.0
170,47.0,55.0
192,42.0,53.0
193,40.0,49.0
201,36.0,42.0
177,42.0,58.0
558,41.0,85.0
517,26.0,80.0
561,39.0,106.0
555,24.0,101.0
550,34.0,93.0
557,23.0,79.0
144,21.0,31.0
134,26.0,25.0
170,29.0,26.0
171,25.0,25.0
142,25.0,28.0
133,29.0,26.0
270,38.0,82.0
265,26.0,89.0
258,30.0,118.0
288,41.0,87.0
238,32.0,85.0
349,39.0,57.0
450,23.0,74.0
397,36.0,71.0
397,25.0,80.0
503,26.0,70.0
450,19.0,68.0
324,15.0,49.0
89,2.0,33.0
314,15.0,57.0
315,22.0,56.0
89,3.0,30.0
333,11.0,42.0
410,19.0,132.0
481,18.0,117.0
465,13.0,111.0
510,15.0,105.0
404,18.0,128.0
528,13.0,108.0
227,19.0,55.0
257,14.0,51.0
228,16.0,58.0
258,15.0,45.0
276,16.0,48.0
244,16.0,62.0
248,33.0,40.0
267,26.0,37.0
276,22.0,45.0
246,39.0,37.0
278,33.0,32.0
271,35.0,32.0
435,12.0,77.0
332,37.0,60.0
343,34.0,62.0
343,31.0,70.0
322,31.0,73.0
319,31.0,64.0
338,36.0,59.0
225,52.0,60.0
224,43.0,53.0
233,56.0,53.0
269,40.0,29.0
306,41.0,42.0
285,47.0,40.0
468,19.0,111.0
475,28.0,157.0
492,29.0,153.0
501,23.0,117.0
477,30.0,152.0
433,18.0,110.0
396,57.0,60.0
398,58.0,75.0
424,60.0,69.0
399,76.0,68.0
430,61.0,60.0
390,54.0,77.0
218,37.0,35.0
199,34.0,35.0
264,45.0,54.0
224,41.0,45.0
274,36.0,53.0
226,32.0,31.0
199,18.0,30.0
194,38.0,40.0
182,21.0,30.0
172,41.0,39.0
161,42.0,33.0
188,17.0,28.0
72,6.0,6.0
91,,1.0
89,,4.0
86,6.0,5.0
78,1.0,2.0
87,4.0,4.0
422,17.0,73.0
342,15.0,75.0
363,19.0,76.0
365,19.0,72.0
363,12.0,90.0
414,19.0,70.0
434,52.0,71.0
454,31.0,55.0
443,54.0,64.0
455,49.0,71.0
468,37.0,59.0
434,56.0,61.0
466,52.0,66.0
438,58.0,89.0
333,49.0,76.0
470,52.0,84.0
382,48.0,79.0
498,71.0,97.0
338,49.0,75.0
305,53.0,81.0
594,99.0,232.0
271,48.0,119.0
309,37.0,87.0
532,54.0,80.0
543,58.0,81.0
462,44.0,63.0
499,38.0,63.0
490,29.0,62.0
539,47.0,70.0
723,120.0,218.0
421,55.0,107.0
429,41.0,73.0
737,134.0,253.0
410,38.0,76.0
397,45.0,78.0
285,36.0,114.0
300,26.0,89.0
275,30.0,103.0
318,37.0,108.0
256,34.0,117.0
155,19.0,30.0
165,20.0,39.0
158,20.0,34.0
170,13.0,48.0
142,16.0,35.0
162,23.0,42.0
198,41.0,46.0
245,42.0,55.0
225,30.0,52.0
202,37.0,45.0
208,40.0,51.0
241,39.0,54.0
296,31.0,45.0
333,38.0,37.0
278,39.0,48.0
245,31.0,54.0
324,38.0,40.0
295,41.0,49.0
298,70.0,85.0
287,71.0,76.0
336,61.0,77.0
281,73.0,83.0
255,80.0,86.0
306,59.0,75.0
164,9.0,29.0
177,12.0,29.0
153,16.0,35.0
166,14.0,30.0
150,20.0,36.0
156,23.0,37.0
633,72.0,144.0
587,60.0,98.0
590,57.0,95.0
633,72.0,118.0
643,76.0,129.0
384,50.0,78.0
295,49.0,89.0
318,39.0,49.0
285,49.0,51.0
301,49.0,76.0
313,49.0,78.0
453,53.0,119.0
441,40.0,130.0
390,37.0,75.0
385,34.0,41.0
421,26.0,50.0
398,29.0,62.0
383,39.0,72.0
459,59.0,139.0
510,51.0,137.0
21,,
475,55.0,143.0
328,48.0,24.0
344,38.0,24.0
369,60.0,21.0
329,48.0,29.0
356,62.0,35.0
346,46.0,26.0
347,28.0,52.0
457,59.0,68.0
344,16.0,55.0
369,42.0,54.0
318,25.0,59.0
321,40.0,66.0
350,29.0,65.0
337,23.0,43.0
334,25.0,72.0
304,18.0,54.0
244,22.0,35.0
225,24.0,33.0
225,24.0,45.0
221,19.0,56.0
209,23.0,34.0
240,25.0,36.0
138,11.0,6.0
130,1.0,2.0
129,6.0,9.0
119,8.0,8.0
125,1.0,3.0
132,2.0,4.0
371,41.0,79.0
323,49.0,42.0
431,59.0,56.0
443,46.0,72.0
360,46.0,73.0
2821,65.0,145.0
1226,31.0,78.0
1176,44.0,74.0
2048,57.0,128.0
1115,50.0,74.0
1417,39.0,93.0
307,70.0,44.0
328,60.0,43.0
316,69.0,46.0
311,56.0,43.0
319,59.0,44.0
314,68.0,40.0
301,25.0,60.0
341,26.0,45.0
335,29.0,55.0
331,23.0,40.0
326,30.0,47.0
311,31.0,55.0
190,15.0,29.0
204,13.0,36.0
178,18.0,26.0
191,19.0,40.0
211,19.0,39.0
171,15.0,26.0
396,30.0,48.0
382,24.0,47.0
400,18.0,41.0
373,31.0,47.0
396,21.0,42.0
560,29.0,52.0
469,15.0,47.0
453,18.0,68.0
455,18.0,48.0
447,21.0,73.0
458,21.0,67.0
416,15.0,53.0
239,21.0,69.0
223,24.0,54.0
209,31.0,53.0
240,32.0,56.0
202,33.0,66.0
218,17.0,14.0
231,14.0,14.0
188,21.0,13.0
174,25.0,34.0
223,24.0,30.0
172,32.0,32.0
259,33.0,65.0
275,23.0,47.0
297,40.0,41.0
293,34.0,61.0
263,37.0,62.0
740,63.0,175.0
736,55.0,140.0
750,90.0,204.0
782,64.0,147.0
771,83.0,237.0
777,85.0,206.0
271,43.0,35.0
240,32.0,26.0
275,40.0,44.0
277,32.0,41.0
260,32.0,26.0
440,54.0,129.0
422,47.0,112.0
448,45.0,124.0
447,50.0,107.0
429,47.0,110.0
428,61.0,127.0
711,53.0,147.0
632,49.0,145.0
474,63.0,131.0
681,56.0,134.0
432,86.0,120.0
440,80.0,135.0
496,17.0,83.0
520,21.0,80.0
513,25.0,77.0
372,18.0,91.0
392,19.0,96.0
526,19.0,99.0
390,43.0,74.0
480,38.0,70.0
477,37.0,65.0
390,48.0,63.0
453,29.0,64.0
409,32.0,78.0
683,73.0,107.0
677,72.0,103.0
705,64.0,111.0
785,82.0,114.0
727,90.0,115.0
732,78.0,104.0
417,50.0,83.0
366,41.0,104.0
416,38.0,129.0
403,28.0,107.0
428,43.0,98.0
274,34.0,96.0
305,34.0,86.0
271,46.0,78.0
329,41.0,106.0
273,35.0,72.0
676,63.0,79.0
701,44.0,95.0
707,38.0,110.0
761,46.0,86.0
742,60.0,89.0
763,35.0,98.0
600,29.0,88.0
662,36.0,126.0
486,34.0,99.0
750,41.0,100.0
481,34.0,119.0
383,18.0,77.0
313,37.0,66.0
301,16.0,53.0
348,34.0,76.0
248,22.0,46.0
314,21.0,61.0
329,28.0,60.0
391,12.0,57.0
349,45.0,102.0
403,27.0,119.0
361,15.0,62.0
350,49.0,100.0
325,17.0,76.0
242,38.0,67.0
232,34.0,61.0
261,41.0,55.0
259,37.0,52.0
249,45.0,54.0
238,38.0,70.0
418,45.0,95.0
408,38.0,111.0
386,42.0,121.0
354,48.0,111.0
401,42.0,135.0
421,40.0,100.0
318,24.0,43.0
322,21.0,37.0
328,34.0,55.0
331,25.0,37.0
289,31.0,68.0
314,35.0,56.0
232,32.0,50.0
216,43.0,42.0
234,32.0,65.0
228,52.0,57.0
220,48.0,62.0
221,45.0,51.0
291,49.0,78.0
301,32.0,47.0
292,22.0,52.0
321,28.0,78.0
298,45.0,72.0
234,23.0,49.0
241,19.0,59.0
255,25.0,82.0
55,7.0,45.0
246,29.0,55.0
300,79.0,54.0
263,73.0,83.0
280,46.0,90.0
266,77.0,76.0
305,65.0,46.0
289,64.0,56.0
352,27.0,79.0
347,33.0,76.0
375,29.0,85.0
387,24.0,58.0
371,31.0,61.0
217,52.0,70.0
237,42.0,61.0
223,38.0,49.0
238,32.0,45.0
246,47.0,71.0
229,39.0,49.0
199,21.0,30.0
142,19.0,35.0
173,24.0,28.0
173,28.0,54.0
171,26.0,47.0
166,23.0,56.0
161,26.0,68.0
160,28.0,64.0
173,29.0,70.0
166,27.0,76.0
192,30.0,54.0
322,40.0,71.0
333,56.0,44.0
302,56.0,66.0
328,44.0,46.0
301,49.0,48.0
297,53.0,65.0
209,43.0,65.0
261,59.0,60.0
281,62.0,57.0
176,61.0,67.0
192,67.0,69.0
220,50.0,59.0
322,22.0,42.0
325,31.0,51.0
344,35.0,44.0
320,24.0,40.0
304,24.0,35.0
340,27.0,50.0
734,51.0,108.0
848,47.0,111.0
484,30.0,127.0
892,35.0,97.0
496,27.0,134.0
591,41.0,138.0
3506,272.0,541.0
3651,227.0,480.0
2353,173.0,328.0
2778,223.0,319.0
3982,254.0,481.0
709,100.0,158.0
786,33.0,156.0
835,38.0,157.0
1053,40.0,168.0
1013,35.0,164.0
866,44.0,177.0
760,34.0,136.0
467,29.0,72.0
406,33.0,105.0
451,35.0,76.0
445,37.0,70.0
409,44.0,107.0
433,34.0,91.0
399,39.0,44.0
409,61.0,81.0
439,52.0,88.0
386,39.0,59.0
418,66.0,104.0
403,49.0,43.0
335,26.0,53.0
337,14.0,60.0
340,19.0,63.0
352,16.0,91.0
331,22.0,67.0
364,21.0,77.0
485,41.0,79.0
466,41.0,77.0
523,35.0,75.0
547,33.0,71.0
560,28.0,63.0
154,18.0,32.0
155,20.0,34.0
166,24.0,42.0
167,29.0,52.0
158,25.0,49.0
378,35.0,81.0
296,29.0,80.0
326,37.0,85.0
377,35.0,67.0
277,27.0,83.0
377,31.0,70.0
740,32.0,137.0
760,40.0,148.0
716,41.0,150.0
719,46.0,162.0
724,48.0,156.0
722,34.0,128.0
